id,name,desc,desc1
1,隠匿,[c][0195c5]隠匿学部[-][/c]の戦姫を6人出陣させると、強力なバフを獲得できる。,
2,神威,[c][0069cc]神威学部[-][/c]の戦姫を6人出陣させると、強力なバフを獲得できる。,
3,風見,[c][cc0011]風見学部[-][/c]の戦姫を6人出陣させると、強力なバフを獲得できる。,
4,雲華,[c][369900]雲華学部[-][/c]の戦姫を6人出陣させると、強力なバフを獲得できる。,
5,修羅,[c][9227cc]修羅学部[-][/c]の戦姫を6人出陣させると、強力なバフを獲得できる。,
6,辰星,[c][d76500]辰星学部[-][/c]の戦姫を6人出陣させると、強力なバフを獲得できる。,
7,虹,[c][000000]異なる学部[-][/c]の戦姫を6人出陣させると、強力なバフを獲得できる。,
8,天地,[c][9227cc]修羅学部[-][/c]の戦姫を3人、[c][d76500]辰星学部[-][/c]の戦姫を3人出陣させると、強力なバフを獲得できる。,
9,邪悪,[c][9227cc]修羅学部[-][/c]の戦姫を2人、[c][0195c5]隠匿学部[-][/c]の戦姫を2人、[c][cc0011]風見学部[-][/c]の戦姫を2人出陣させると、強力なバフを獲得できる。,
10,光明,[c][d76500]辰星学部[-][/c]の戦姫を2人、[c][0069cc]神威学部[-][/c]の戦姫を2人、[c][369900]雲華学部[-][/c]の戦姫を2人出陣させると、強力なバフを獲得できる。,
11,バランサー,[c][0069cc]神威学部[-][/c]の戦姫を3人、[c][369900]雲華学部[-][/c]の戦姫を3人出陣させると、強力なバフを獲得できる。,
12,妖怪,[c][0195c5]隠匿学部[-][/c]の戦姫を3人、[c][cc0011]風見学部[-][/c]の戦姫を3人出陣させると、強力なバフを獲得できる。,
13,伝染,[c][cc0011]風見学部[-][/c]の戦姫を3人、[c][369900]雲華学部[-][/c]の戦姫を3人出陣させると、強力なバフを獲得できる。,
14,変異,[c][0069cc]神威学部[-][/c]の戦姫を3人、[c][cc0011]風見学部[-][/c]の戦姫を3人出陣させると、強力なバフを獲得できる。,
15,共生,[c][0195c5]隠匿学部[-][/c]の戦姫を3人、[c][369900]雲華学部[-][/c]の戦姫を3人出陣させると、強力なバフを獲得できる。,
16,対立,[c][0195c5]隠匿学部[-][/c]の戦姫を3人、[c][0069cc]神威学部[-][/c]の戦姫を3人出陣させると、強力なバフを獲得できる。,
17,混沌,[c][d76500]辰星学部[-][/c]の戦姫を3人、または[c][9227cc]修羅学部[-][/c]の戦姫を3人、そして異なる学部（[c][0195c5]隠匿学部[-][/c]、[c][0069cc]神威学部[-][/c]、[c][cc0011]風見学部[-][/c]、[c][369900]雲華学部[-][/c]）の戦姫を3人出陣させると、強力なバフを獲得できる。,
18,偽装,[c][0195c5]隠匿学部[-][/c]の戦姫を3人、[c][369900]雲華学部[-][/c]の戦姫を2人、[c][cc0011]風見学部[-][/c]の戦姫を1人出陣させると、強力なバフを獲得できる。,
19,強靱,[c][0069cc]神威学部[-][/c]の戦姫を3人、[c][cc0011]風見学部[-][/c]の戦姫を2人、[c][369900]雲華学部[-][/c]の戦姫を1人出陣させると、強力なバフを獲得できる。,
20,融合,[c][cc0011]風見学部[-][/c]の戦姫を3人、[c][0195c5]隠匿学部[-][/c]の戦姫を2人、[c][0069cc]神威学部[-][/c]の戦姫を1人出陣させると、強力なバフを獲得できる。,
21,協和,[c][369900]雲華学部[-][/c]の戦姫を3人、[c][0069cc]神威学部[-][/c]の戦姫を2人、[c][0195c5]隠匿学部[-][/c]の戦姫を1人出陣させると、強力なバフを獲得できる。,
22,阻害,[c][369900]雲華学部[-][/c]の戦姫を2人、[c][0195c5]隠匿学部[-][/c]の戦姫を2人、[c][0069cc]神威学部[-][/c]の戦姫を2人出陣させると、強力なバフを獲得できる。,
23,凝聚,[c][0195c5]隠匿学部[-][/c]の戦姫を2人、[c][0069cc]神威学部[-][/c]の戦姫を2人、[c][cc0011]風見学部[-][/c]の戦姫を2人出陣させると、強力なバフを獲得できる。,
24,進化,[c][0069cc]神威学部[-][/c]の戦姫を2人、[c][cc0011]風見学部[-][/c]の戦姫を2人、[c][369900]雲華学部[-][/c]の戦姫を2人出陣させると、強力なバフを獲得できる。,
25,新生,[c][cc0011]風見学部[-][/c]の戦姫を2人、[c][369900]雲華学部[-][/c]の戦姫を2人、[c][0195c5]隠匿学部[-][/c]の戦姫を2人出陣させると、強力なバフを獲得できる。,
26,天星,出陣した[c][000000]天星学部[-][/c]の戦姫の人数によって、強力なバフを獲得できる。,{1}人出陣
