id,partner_link,skin,name,lv,grade,hp,atk,hpP,atkP,armP,spdP,energy_ex,hit,miss,crit,unCrit,critTime,unfree,free,allDmgRate,allHarmDec,sklP,decDmg,brk,trueAtk,is_boss,lv_show,scale,is_player_use,skill,equip_6,exskill,is_real_boss
20005995,752017,7248,-1,500,10,47002331736.0,95854756,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,811,,,100303|100502,67903,5|5|5|5,
20005996,757001,7280,-1,500,10,47559756484.0,93927668,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,811,,,100303|100502,67903,5|5|5|5,
20005997,754018,,-1,500,10,47799152641.0,95443936,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,812,,,,,5|5|5|5,
20005998,753016,7211,-1,500,10,47209127285.0,92730528,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,812,,,,,5|5|5|5,
20005999,753018,,-1,500,10,46629650267.0,95773320,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,812,,,,,5|5|5|5,
20006000,755012,,-1,500,10,47210174932.0,94843196,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,813,,,,,5|5|5|5,
20006001,752017,7248,-1,500,10,48034502156.0,95035672,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,813,,,,,5|5|5|5,
20006002,756011,7324,-1,500,10,46050347503.0,93365344,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,814,,,,,5|5|5|5,
20006003,751018,7270,-1,500,10,46741448874.0,95380364,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,814,,,,,5|5|5|5,
20006004,751017,7309,-1,500,10,47247495735.0,92983020,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,815,,,,,5|5|5|5,
20006005,751014,,-1,500,10,47916800652.0,93409640,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,815,,,,,5|5|5|5,
20006006,752017,7248,-1,500,10,47528982181.0,92317612,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,815,,,,,5|5|5|5,
20006007,751018,7270,-1,500,10,47850469066.0,92593632,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,815,,,,,5|5|5|5,
20006008,755013,,-1,500,10,46929778456.0,93081764,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,816,,,100303|100502,67663,5|5|5|5,
20006009,755012,,-1,500,10,47187996816.0,93526340,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,816,,,100303|100502,,5|5|5|5,
20006010,754012,,-1,500,10,46732881716.0,94401212,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,816,,,100303|100502,,5|5|5|5,
20006011,754017,,-1,500,10,46675908719.0,95345884,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,816,,,100303|100502,,5|5|5|5,
20006012,752013,,-1,500,10,46157378747.0,95439532,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,817,,,,,5|5|5|5,
20006013,751017,7309,-1,500,10,47810845322.0,92345940,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,817,,,,,5|5|5|5,
20006014,755011,,-1,500,10,47804291055.0,93662372,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,817,,,,,5|5|5|5,
20006015,755006,,-1,500,10,46098483231.0,92268908,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,818,,,,,5|5|5|5,
20006016,753011,,-1,500,10,47834946079.0,94443416,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,818,,,,,5|5|5|5,
20006017,753009,,-1,500,10,47226020722.0,92582668,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,818,,,,,5|5|5|5,
20006018,754015,7178,-1,500,10,47845555278.0,92921484,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,819,,,,,5|5|5|5,
20006019,756010,7279,-1,500,10,46716807017.0,92693644,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,819,,,,,5|5|5|5,
20006020,755007,,-1,500,10,46793696349.0,95824468,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,819,,,,,5|5|5|5,
20006021,756006,,-1,500,10,46354692744.0,93283348,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,820,,,,,5|5|5|5,
20006022,751013,,-1,500,10,46412744979.0,92637800,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,820,,,,,5|5|5|5,
20006023,756007,,-1,500,10,47730399557.0,92400136,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,820,,,,,5|5|5|5,
20006024,755012,,-1,500,10,49644089255.0,96945300,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,821,,,100303|100502,67843,5|5|5|5,
20006025,756009,,-1,500,10,49632730828.0,99557964,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,821,,,100303|100502,67843,5|5|5|5,
20006026,754016,,-1,500,10,48403588754.0,96338548,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,821,,,100303|100502,67843,5|5|5|5,
20006027,755007,,-1,500,10,49965716841.0,97142476,,,1,1,,3200,3200,1920,0,3200,0,1920,0,0,870,890,890,890,,821,,,100303|100502,67843,5|5|5|5,
