id,desc
101,Level {1} Mal die Zweige in Gruppe 1 im Sternkreisel dieses Korridors
102,Level {1} Mal die Zweige in Gruppe 1 im Sternkreisel dieses Korridors
103,Level {1} Mal die Zweige in Gruppe 1 im Sternkreisel dieses Korridors
201,Level {1} Mal die Zweige in Gruppe 2 im Sternkreisel dieses Korridors
202,Level {1} Mal die Zweige in Gruppe 2 im Sternkreisel dieses Korridors
203,Level {1} Mal die Zweige in Gruppe 2 im Sternkreisel dieses Korridors
301,Schließe die {1}. Stufe in diesem Korridor ab
302,Schließe die {1}. Stufe in diesem Korridor ab
303,Schließe die {1}. Stufe in diesem Korridor ab
304,Schließe die {1}. Stufe in diesem Korridor ab
305,Schließe die {1}. Stufe in diesem Korridor ab
306,Schließe die {1}. Stufe in diesem Korridor ab
307,Schließe die {1}. Stufe in diesem Korridor ab
308,Schließe die {1}. Stufe in diesem Korridor ab
309,Schließe die {1}. Stufe in diesem Korridor ab
310,Schließe die {1}. Stufe in diesem Korridor ab
401,"Löse in diesem Korridor {1} Mal die Ereigniskarte ""Luna"" aus"
402,"Löse in diesem Korridor {1} Mal die Ereigniskarte ""Luna"" aus"
403,"Löse in diesem Korridor {1} Mal die Ereigniskarte ""Luna"" aus"
501,"Löse in diesem Korridor {1} Mal die Ereigniskarte ""Aurora"" aus"
502,"Löse in diesem Korridor {1} Mal die Ereigniskarte ""Aurora"" aus"
503,"Löse in diesem Korridor {1} Mal die Ereigniskarte ""Aurora"" aus"
601,"Löse in diesem Korridor {1} Mal die Ereigniskarte ""Angel"" aus"
602,"Löse in diesem Korridor {1} Mal die Ereigniskarte ""Angel"" aus"
603,"Löse in diesem Korridor {1} Mal die Ereigniskarte ""Angel"" aus"
701,"Löse in diesem Korridor {1} Mal die Ereigniskarte ""Fenrir"" aus"
702,"Löse in diesem Korridor {1} Mal die Ereigniskarte ""Fenrir"" aus"
703,"Löse in diesem Korridor {1} Mal die Ereigniskarte ""Fenrir"" aus"
801,"Löse in diesem Korridor {1} Mal die Ereigniskarte ""Isabella"" aus"
802,"Löse in diesem Korridor {1} Mal die Ereigniskarte ""Isabella"" aus"
803,"Löse in diesem Korridor {1} Mal die Ereigniskarte ""Isabella"" aus"
901,"Löse in diesem Korridor {1} Mal die Ereigniskarte ""Teresa"" aus"
902,"Löse in diesem Korridor {1} Mal die Ereigniskarte ""Teresa"" aus"
903,"Löse in diesem Korridor {1} Mal die Ereigniskarte ""Teresa"" aus"
1001,"Löse in diesem Korridor {1} Mal die Ereigniskarte ""Knospe"" aus"
1002,"Löse in diesem Korridor {1} Mal die Ereigniskarte ""Knospe"" aus"
1003,"Löse in diesem Korridor {1} Mal die Ereigniskarte ""Knospe"" aus"
1101,"Löse während eines Ansehens in diesem Korridor {1} Mal die Ereigniskarte ""Luna"" aus"
1102,"Löse während eines Ansehens in diesem Korridor {1} Mal die Ereigniskarte ""Luna"" aus"
1201,"Löse während eines Ansehens in diesem Korridor {1} Mal die Ereigniskarte ""Aurora"" aus"
1202,"Löse während eines Ansehens in diesem Korridor {1} Mal die Ereigniskarte ""Aurora"" aus"
1301,"Löse während eines Ansehens in diesem Korridor {1} Mal die Ereigniskarte ""Angel"" aus"
1302,"Löse während eines Ansehens in diesem Korridor {1} Mal die Ereigniskarte ""Angel"" aus"
1401,"Löse während eines Ansehens in diesem Korridor {1} Mal die Ereigniskarte ""Fenrir"" aus"
1402,"Löse während eines Ansehens in diesem Korridor {1} Mal die Ereigniskarte ""Fenrir"" aus"
1501,"Löse während eines Ansehens in diesem Korridor {1} Mal die Ereigniskarte ""Isabella"" aus"
1502,"Löse während eines Ansehens in diesem Korridor {1} Mal die Ereigniskarte ""Isabella"" aus"
1601,"Löse während eines Ansehens in diesem Korridor {1} Mal die Ereigniskarte ""Teresa"" aus"
1602,"Löse während eines Ansehens in diesem Korridor {1} Mal die Ereigniskarte ""Teresa"" aus"
1701,"Löse während eines Ansehens in diesem Korridor {1} Mal die Ereigniskarte ""Knospe"" aus"
1801,"Erhalte hier durch Auslösen der Ereigniskarte ""Punkt"" {1} Punkte"
1802,"Erhalte hier durch Auslösen der Ereigniskarte ""Punkt"" {1} Punkte"
1803,"Erhalte hier durch Auslösen der Ereigniskarte ""Punkt"" {1} Punkte"
1901,"Erhalte während 1 Ansehens hier durch Auslösen der Ereigniskarte ""Punkt"" {1} Punkte"
1902,"Erhalte während 1 Ansehens hier durch Auslösen der Ereigniskarte ""Punkt"" {1} Punkte"
1903,"Erhalte während 1 Ansehens hier durch Auslösen der Ereigniskarte ""Punkt"" {1} Punkte"
2001,Verursache in 1 Kampf in der 11. Stufe hier mind. {1} Schaden
2002,Verursache in 1 Kampf in der 11. Stufe hier mind. {1} Schaden
2003,Verursache in 1 Kampf in der 11. Stufe hier mind. {1} Schaden
2004,Verursache in 1 Kampf in der 11. Stufe hier mind. {1} Schaden
2005,Verursache in 1 Kampf in der 11. Stufe hier mind. {1} Schaden
2101,Level {1} Mal die Zweige in Gruppe 1 im Sternkreisel dieses Korridors
2102,Level {1} Mal die Zweige in Gruppe 1 im Sternkreisel dieses Korridors
2103,Level {1} Mal die Zweige in Gruppe 1 im Sternkreisel dieses Korridors
2104,Level {1} Mal die Zweige in Gruppe 1 im Sternkreisel dieses Korridors
2105,Level {1} Mal die Zweige in Gruppe 1 im Sternkreisel dieses Korridors
