id,name,charge,currency,show_name,charge_ios,charge_ios_new
1,月卡,330,NT$,月卡,330,330
2,小月卡,70,NT$,小月卡,70,70
3,週卡,33,NT$,週卡,33,33
4,250鑽石禮包,70,NT$,鑽石禮包,70,70
5,500鑽石禮包,170,NT$,鑽石禮包,170,170
6,1000鑽石禮包,330,NT$,鑽石禮包,330,330
7,2500鑽石禮包,990,NT$,鑽石禮包,990,990
8,5000鑽石禮包,1690,NT$,鑽石禮包,1690,1690
9,24級等級禮包,33,NT$,24級等級禮包,33,33
10,32級等級禮包,70,NT$,32級等級禮包,70,70
11,48級等級禮包,170,NT$,48級等級禮包,170,170
12,58級等級禮包,670,NT$,58級等級禮包,670,670
13,78級等級禮包,990,NT$,78級等級禮包,990,990
14,4星戰姬召喚禮包,70,NT$,4星戰姬召喚禮包,70,70
15,5星戰姬召喚禮包,170,NT$,5星戰姬召喚禮包,170,170
16,月禮包1,70,NT$,月禮包,70,70
17,月禮包2,170,NT$,月禮包,170,170
18,月禮包3,670,NT$,月禮包,670,670
19,月禮包4,990,NT$,月禮包,990,990
20,月禮包5,1690,NT$,月禮包,1690,1690
21,月禮包6,1690,NT$,月禮包,1690,1690
22,週禮包1,170,NT$,週禮包,170,170
23,週禮包2,330,NT$,週禮包,330,330
24,週禮包3,990,NT$,週禮包,990,990
25,週禮包4,1690,NT$,週禮包,1690,1690
26,超值禮包1,1690,NT$,超值禮包,1690,1690
27,超值禮包2,990,NT$,超值禮包,990,990
28,超值禮包3,490,NT$,超值禮包,490,490
29,超值禮包4,170,NT$,超值禮包,170,170
30,超值禮包5,70,NT$,超值禮包,70,70
31,超值禮包1,1690,NT$,超值禮包,1690,1690
32,超值禮包2,990,NT$,超值禮包,990,990
33,超值禮包3,490,NT$,超值禮包,490,490
34,超值禮包4,330,NT$,超值禮包,330,330
35,免費儲值定制禮包,60,NT$,免費儲值定制禮包,60,60
36,超值禮包5,70,NT$,超值禮包,70,70
37,限時5星特惠禮包,33,NT$,限時5星特惠禮包,33,33
38,訂閱,33,NT$,訂閱服務,33,33
39,新春鴻運卡,330,NT$,新春鴻運卡,330,330
40,週訂閱,33,NT$,週訂閱服務,33,33
41,月訂閱,120,NT$,月訂閱服務,120,120
42,季訂閱,330,NT$,季訂閱服務,330,330
43,月禮包1,70,NT$,月禮包,70,70
44,月禮包2,170,NT$,月禮包,170,170
45,月禮包3,670,NT$,月禮包,670,670
46,月禮包4,990,NT$,月禮包,990,990
47,月禮包5,1690,NT$,月禮包,1690,1690
48,月禮包6,1690,NT$,月禮包,1690,1690
49,週禮包1,170,NT$,週禮包,170,170
50,週禮包2,330,NT$,週禮包,330,330
51,週禮包3,990,NT$,週禮包,990,990
52,週禮包4,1690,NT$,週禮包,1690,1690
